,player_name,teams_played_for,league,games,minutes_played,goals,npg,assists,xG,xA,npxG,xG90,xA90,npxG90,position,shots,key_passes,yellow_cards,red_cards,xGBuildup,xGChain
20,Michail Antonio,West Ham,EPL,24,1767,10,9,3,13.249549170956016,3.9214953761547804,12.488380333408713,0.6748497031047207,0.1997366065953199,0.6360804923637715,F M S,68,26,3,0,2.270155580714345,13.959707390516996
21,Troy Deeney,Watford,EPL,27,2253,10,5,2,11.589193798601627,3.7357030231505632,7.022180713713169,0.46295048463122346,0.1492291487277189,0.28051321093394815,F S,45,29,3,0,3.33459750469774,11.632463542744517
22,Alexandre Lacazette,Arsenal,EPL,30,1890,10,10,4,8.66464820317924,3.3422909155488014,8.66464820317924,0.4126022953894876,0.15915671026422865,0.4126022953894876,F S,52,24,8,0,2.5056346226483583,12.061301652342081
23,Neal Maupay,Brighton,EPL,37,2782,10,9,3,13.558543261140585,2.50613137986511,12.036205606535077,0.4386300839333762,0.0810754220660891,0.38938120222435546,F S,96,25,3,0,3.4836169090121984,13.85504301264882
24,Mason Greenwood,Manchester United,EPL,31,1304,10,10,1,3.387857362627983,1.4115077937021852,3.387857362627983,0.233824511224324,0.09742001643650051,0.233824511224324,F M S,39,14,0,0,4.284458378329873,8.516980450600386
25,Roberto Firmino,Liverpool,EPL,38,3035,9,9,8,16.686229031533003,7.3466560039669275,16.686229031533003,0.4948140404737958,0.21785800341252834,0.4948140404737958,F M S,98,52,0,0,9.463312279433012,28.271100923419
26,Jordan Ayew,Crystal Palace,EPL,37,3196,9,9,2,7.676179042086005,2.864641923457384,7.676179042086005,0.21616273898239688,0.08066889021000143,0.21616273898239688,F M,58,30,6,0,3.8773922603577375,11.721330039203167
27,Willian,Chelsea,EPL,36,2609,9,5,7,8.135337460786104,8.679427238181233,5.0906621143221855,0.2806364014836142,0.2994053090978578,0.1756073554193165,F M S,71,76,4,0,10.227612223476171,18.40935368090868
28,Christian Pulisic,Chelsea,EPL,25,1738,9,9,4,8.925186410546303,4.29607973434031,8.925186410546303,0.4621788129742044,0.22246672962636818,0.4621788129742044,F M S,63,30,0,0,7.069776656106114,16.746663495898247
29,Callum Wilson,Bournemouth,EPL,35,2916,8,8,1,9.842873975634575,3.349536281079054,9.842873975634575,0.3037924066553881,0.10338074941602018,0.3037924066553881,F S,53,30,10,0,2.7078363643959165,12.562949229031801
30,Olivier Giroud,Chelsea,EPL,18,1015,8,8,0,7.400897581130266,1.3883666470646858,7.400897581130266,0.6562372239425852,0.12310640220278002,0.6562372239425852,F S,39,8,1,0,2.3567660972476006,9.754190690815449
31,Dele Alli,Tottenham,EPL,25,1862,8,7,4,7.915494641289115,3.4838604610413313,7.15432577393949,0.3825964112330936,0.16839282572165404,0.3458052200078164,F M S,42,23,2,0,6.692906078882515,16.530975185334682
32,Jack Grealish,Aston Villa,EPL,36,3235,8,8,6,6.844703698530793,7.637995328754187,6.08353484608233,0.19042452329761095,0.212494460459931,0.16924826465144038,F M,73,92,8,0,9.304536566138268,18.373641669750214
33,Ayoze Pérez,Leicester,EPL,33,2045,8,7,4,6.557796832174063,4.091643614694476,5.7966279946267605,0.28860719554800274,0.1800723351210283,0.25510832250191123,F M S,47,28,0,0,4.473776834085584,12.850322676822543
34,Jay Rodriguez,Burnley,EPL,36,1987,8,7,1,8.956882773898542,0.768310897052288,8.195713876746595,0.4056967537246446,0.0348001916128364,0.37122005480986087,F S,67,6,1,0,1.2578966859728098,7.035942082293332
35,Bruno Fernandes,Manchester United,EPL,14,1211,8,4,7,5.986080504953861,2.755000274628401,2.9414419010281563,0.44487798963323494,0.20474816244141708,0.2186042701011842,M,44,30,2,0,4.86424545198679,8.513760548084974
36,Harry Wilson,Bournemouth,EPL,31,1672,7,7,0,4.165000810287893,2.2177436221390963,4.165000810287893,0.2241926273480325,0.11937615190940111,0.2241926273480325,F M S,56,14,2,0,4.21072705835104,7.921821791678667
37,Sébastien Haller,West Ham,EPL,32,2248,7,7,1,8.48490078188479,2.3431185195222497,8.48490078188479,0.3396979850398715,0.09380812578158473,0.3396979850398715,F S,57,24,1,0,2.639706138521433,11.102977383881807
38,Diogo Jota,Wolverhampton Wanderers,EPL,34,2329,7,7,1,12.017675075680017,2.6425623558461666,12.017675075680017,0.46440135543632527,0.10211705110612065,0.46440135543632527,F M S,69,29,4,0,4.098007360473275,16.149932712316513
39,Mason Mount,Chelsea,EPL,37,2894,7,7,5,7.497830409556627,5.258456766605377,7.497830409556627,0.23317371695234845,0.1635318275723856,0.23317371695234845,F M S,78,52,3,0,8.520663106814027,16.87500463053584
40,Joshua King,Bournemouth,EPL,26,2033,6,3,4,6.534089729189873,4.133098684251308,4.250657398253679,0.28926122755882366,0.1829704287174706,0.1881747003653867,F M S,26,30,0,0,3.021743079647422,8.3733511865139
41,Jonjo Shelvey,Newcastle United,EPL,26,2136,6,6,2,2.2422137800604105,4.1416122782975435,2.2422137800604105,0.0944752997216465,0.1745061353215257,0.0944752997216465,M S,45,44,3,0,4.892644166946411,7.4871279345825315
42,Oliver McBurnie,Sheffield United,EPL,36,2123,6,6,0,8.068319181911647,1.13500355463475,8.068319181911647,0.3420389667320058,0.048116024454605506,0.3420389667320058,F S,50,10,4,0,3.9475044198334217,10.19457240961492
43,Lys Mousset,Sheffield United,EPL,30,1220,6,6,4,6.072983540594578,3.612106991931796,6.072983540594578,0.4480069825028787,0.2664669092408702,0.4480069825028787,F S,37,12,1,0,2.463755715638399,9.62127878330648
44,Bernardo Silva,Manchester City,EPL,34,2020,6,6,7,7.4203405529260635,6.312828656286001,7.4203405529260635,0.33060923255611174,0.28126464310185156,0.33060923255611174,F M S,52,51,5,0,14.72735245898366,23.83779612928629
45,Ashley Barnes,Burnley,EPL,19,1386,6,5,0,6.516927354037762,0.3088205009698868,5.755758501589298,0.423177100911543,0.02005327928375888,0.3737505520512531,F S,40,5,4,0,1.5740792136639357,5.060966618359089
46,Harvey Barnes,Leicester,EPL,36,2094,6,6,8,8.48061983473599,4.085434272885323,8.48061983473599,0.36449655450154683,0.17559173092630326,0.36449655450154683,F M S,61,35,0,0,6.487783459946513,17.09378569200635
47,James Maddison,Leicester,EPL,31,2632,6,6,3,5.0217749159783125,5.768516240641475,5.0217749159783125,0.17171722737007908,0.19725169515871305,0.17171722737007908,M S,74,79,4,0,8.763976752758026,14.379001699388027
48,Todd Cantwell,Norwich,EPL,37,2528,6,6,2,5.67504897993058,2.318530723452568,5.67504897993058,0.20203892729183234,0.08254262860392846,0.20203892729183234,M S,42,36,6,0,3.805257322266698,11.005102287046611
49,Trézéguet,Aston Villa,EPL,34,1955,6,6,1,5.345049157738686,0.958256496116519,5.345049157738686,0.24606364409027198,0.044114109795645375,0.24606364409027198,F M S,50,21,2,1,2.6114314906299114,6.641214985400438
50,David Silva,Manchester City,EPL,27,1846,5,5,10,6.93236867710948,7.6509875394403934,6.93236867710948,0.33798113810392916,0.3730167272749921,0.33798113810392916,M S,46,49,0,0,12.764220461249352,24.68700398504734
51,Kelechi Iheanacho,Leicester,EPL,20,976,5,5,3,5.901271570473909,2.588645750656724,5.901271570473909,0.5441746325232089,0.23870708766301757,0.5441746325232089,F M S,36,15,1,0,1.3327805418521166,8.9800880625844
52,Virgil van Dijk,Liverpool,EPL,38,3420,5,5,1,2.9578161910176277,1.1334363408386707,2.9578161910176277,0.07783726818467442,0.02982727212733344,0.07783726818467442,D,31,7,1,0,14.673714911565185,15.309704806655645
53,James Ward-Prowse,Southampton,EPL,38,3420,5,4,3,7.061390930786729,5.7615474704653025,4.777884328737855,0.18582607712596655,0.15161967027540268,0.12573379812468038,D M,57,61,9,0,9.146257374435663,13.29220021981746
54,Robert Snodgrass,West Ham,EPL,24,1522,5,5,5,2.3865075511857867,3.732901037670672,2.3865075511857867,0.14112068305303602,0.2207365922407099,0.14112068305303602,F M S,21,33,4,0,3.524154720827937,6.512247741222382
55,Nicolas Pepe,Arsenal,EPL,31,2021,5,4,5,5.069305270910263,4.904219791293144,4.308136463165283,0.22574837920926455,0.21839672499573626,0.19185169801329813,F M S,50,39,4,0,4.814494099467993,10.924230057746172
56,Ismaila Sarr,Watford,EPL,28,2038,5,5,4,5.96819850243628,4.351109144277871,5.96819850243628,0.26356126850798095,0.1921490789916626,0.26356126850798095,F M S,43,25,1,0,3.3667894434183836,11.652336601167917
57,Phil Foden,Manchester City,EPL,23,888,5,5,2,3.5568296778947115,1.559080382809043,3.5568296778947115,0.36048949438122074,0.1580149036630787,0.36048949438122074,F M S,34,18,0,0,5.848771423101425,9.37216493114829
58,Andriy Yarmolenko,West Ham,EPL,23,979,5,5,1,2.6255949772894382,3.426018500700593,2.6255949772894382,0.24137236767727216,0.31495573550873684,0.24137236767727216,M S,26,19,2,0,1.9625784363597631,6.919684391468763
59,Stuart Armstrong,Southampton,EPL,30,1711,5,5,3,3.1144408900290728,2.0096526043489575,3.1144408900290728,0.16382213915991617,0.10570937135675405,0.16382213915991617,M S,46,18,4,0,3.8451918475329876,7.9727021176368
60,Leandro Trossard,Brighton,EPL,31,2018,5,5,3,5.35430202446878,4.625110670924187,5.35430202446878,0.23879444113091683,0.2062735185248646,0.23879444113091683,F M S,41,42,0,0,4.779169330373406,12.011704009026289
61,John Lundstram,Sheffield United,EPL,34,2448,5,5,3,5.921482932753861,3.8296403661370277,5.921482932753861,0.21770157841006843,0.14079560169621425,0.21770157841006843,M S,44,21,5,0,5.026100654155016,12.008114026859403
62,John Fleck,Sheffield United,EPL,30,2513,5,5,2,3.248101874254644,3.429328950121999,3.248101874254644,0.11632676827812095,0.12281719280182248,0.11632676827812095,M S,31,39,8,0,5.32346470374614,10.274544572457671
63,Wesley,Aston Villa,EPL,21,1806,5,5,1,7.270558223128319,0.8836160395294428,6.509389266371727,0.36232017723230825,0.044034021903460605,0.32438816942051796,F,36,11,3,0,2.6747646359726787,8.00793587975204
64,Divock Origi,Liverpool,EPL,28,680,4,4,1,2.0965603087097406,0.8253554403781891,2.0965603087097406,0.27748592321158333,0.10923822005005444,0.27748592321158333,F S,14,8,1,0,0.8342474475502968,3.5364457424730062
65,Wilfried Zaha,Crystal Palace,EPL,38,3276,4,4,3,4.932660914957523,3.7442309176549315,4.932660914957523,0.13551266249883306,0.10286348674876186,0.13551266249883306,F M S,61,37,5,0,4.589509509503841,11.829811396077275
66,Mark Noble,West Ham,EPL,33,2709,4,1,3,2.773826020769775,3.1814721887931228,0.49031952302902937,0.09215368839766694,0.10569675045824328,0.016289685150466093,M S,17,44,5,0,7.929711478762329,10.037942433729768
67,Gerard Deulofeu,Watford,EPL,28,2137,4,3,5,6.213232520967722,4.786341346800327,5.452063657343388,0.2616709999471666,0.20157731455874098,0.22961428599012862,F M S,63,43,4,0,3.6732959151268005,11.513658057898283
68,Jordan Henderson,Liverpool,EPL,30,2254,4,4,5,1.1846888158470392,4.108062040060759,1.1846888158470392,0.04730345759815152,0.16403087116480403,0.04730345759815152,M S,20,27,2,0,12.152118895202875,15.858563289046288
69,Dwight Gayle,Newcastle United,EPL,20,856,4,4,2,4.6395000368356705,0.8900679210200906,4.6395000368356705,0.487797901069171,0.09358190758388803,0.487797901069171,F S,23,6,2,0,1.8412650860846043,5.124921843409538
70,Georginio Wijnaldum,Liverpool,EPL,37,2980,4,4,0,2.651081571355462,0.8085457179695368,2.651081571355462,0.08006622195368845,0.02441916597894574,0.08006622195368845,M S,36,18,0,0,10.85671390965581,13.478653196245432
71,Nathan Redmond,Southampton,EPL,32,2781,4,4,4,5.287322388961911,3.624410872347653,5.287322388961911,0.1711107569243337,0.11729485023778811,0.1711107569243337,F M,59,38,2,0,6.087857705540955,13.67461494076997
72,Adama Traoré,Wolverhampton Wanderers,EPL,37,2596,4,4,9,3.7073373962193727,7.551031334325671,3.7073373962193727,0.12852864624797516,0.26178459941807025,0.12852864624797516,F M S,43,49,1,0,5.655398900620639,15.272295154631138
73,Alex Oxlade-Chamberlain,Liverpool,EPL,30,1511,4,4,1,2.5044675059616566,0.9436887409538031,2.5044675059616566,0.14917410690704772,0.05620912421299952,0.14917410690704772,F M S,40,17,1,0,2.648965669795871,5.693251250311732
74,Jorginho,Chelsea,EPL,31,2391,4,1,2,3.097004123032093,2.916516068391502,0.8134975954890251,0.11657481015177264,0.1097810314325534,0.0306209885378554,M S,12,23,10,0,14.992466654628515,15.918048471212387
75,Marcos Alonso,Chelsea,EPL,18,1436,4,4,2,2.5468264957889915,2.9914873391389847,2.5468264957889915,0.15962004500070281,0.1874887608095464,0.15962004500070281,D M S,30,25,4,0,7.1116813570261,10.606778636574745
76,Abdoulaye Doucouré,Watford,EPL,37,3189,4,4,2,5.280909616500139,4.084617623127997,5.280909616500139,0.14903790074788728,0.11527613235544676,0.14903790074788728,M S,61,38,8,0,7.193617694079876,13.540454076603055
77,Trent Alexander-Arnold,Liverpool,EPL,38,3183,4,4,13,3.0844607949256897,11.166966449469328,3.0844607949256897,0.08721378307989698,0.31574834447132877,0.08721378307989698,D S,45,86,5,0,13.597049359232187,20.63668834604323
78,Lucas Moura,Tottenham,EPL,35,2261,4,4,4,5.58206464163959,3.2798846065998077,5.58206464163959,0.2221962926791522,0.13055710508358367,0.2221962926791522,F M S,56,35,3,0,3.17877896502614,10.088381383568048
79,Anwar El Ghazi,Aston Villa,EPL,34,2082,4,3,4,6.381360174156725,2.8772015031427145,5.620191336609423,0.27585130435835986,0.12437470474680322,0.242947752303001,F M S,53,30,3,0,2.2102841325104237,8.016558893024921
80,Matt Doherty,Wolverhampton Wanderers,EPL,36,2842,4,4,3,6.484134657308459,2.127985888160765,6.484134657308459,0.20533853594572882,0.06738871567011571,0.20533853594572882,D M S,34,21,1,0,7.6632969956845045,14.165048303082585
81,Leander Dendoncker,Wolverhampton Wanderers,EPL,38,2793,4,4,0,2.6380439000204206,0.7169408379122615,2.6380439000204206,0.0850067851778868,0.023102282639492853,0.0850067851778868,D M S,20,9,5,0,8.402882419526577,9.559081248007715
82,Miguel Almirón,Newcastle United,EPL,36,3063,4,4,2,7.755137665197253,2.9012294206768274,7.755137665197253,0.22786888340442468,0.08524670188080785,0.22786888340442468,F M S,55,31,5,0,3.9898445047438145,13.875709598883986
83,Che Adams,Southampton,EPL,30,1096,4,4,2,5.865681562572718,1.9888088637962937,5.865681562572718,0.4816709312331611,0.16331459647962265,0.4816709312331611,F S,36,13,0,0,1.2057215720415115,7.280021018348634
84,Allan Saint-Maximin,Newcastle United,EPL,26,1896,3,3,4,2.9425169471651316,4.3318116925656796,2.9425169471651316,0.13967643736543345,0.20562397274837085,0.13967643736543345,F M S,46,33,0,0,4.271792184561491,9.657795261591673
85,Dan Gosling,Bournemouth,EPL,24,1255,3,3,1,2.9298638608306646,1.3691747784614563,2.9298638608306646,0.21010975894403172,0.09818783271835145,0.21010975894403172,M S,13,10,3,0,1.4419021494686604,3.7870469707995653
86,Junior Stanislas,Bournemouth,EPL,15,706,3,2,0,1.8708654893562198,0.9225292792543769,1.1096966369077563,0.238495600626147,0.11760288262449564,0.14146274408172532,D M S,17,12,1,0,1.580289775505662,2.2527448488399386
87,Aaron Cresswell,West Ham,EPL,31,2739,3,3,0,1.0325381252914667,3.006656665354967,1.0325381252914667,0.033927868300924424,0.09879485209271524,0.033927868300924424,D,18,26,7,0,4.89146363735199,6.834942104294896
88,Patrick van Aanholt,Crystal Palace,EPL,29,2517,3,2,2,2.0403428077697754,3.5544371623545885,1.2791739702224731,0.07295623865684536,0.12709548852281008,0.04573923612237687,D,27,32,0,0,4.3872483698651195,5.900496690534055
89,N&#039;Golo Kanté,Chelsea,EPL,22,1733,3,3,0,1.5439129555597901,1.5202719774097204,1.5439129555597901,0.08018013040991409,0.07895238197742345,0.08018013040991409,M S,18,27,4,0,4.837984517216682,7.209238461218774
90,Jeffrey Schlupp,Crystal Palace,EPL,17,1035,3,3,1,2.1849748892709613,0.9487967370077968,2.1849748892709613,0.18999781645834446,0.0825040640876345,0.18999781645834446,D F M S,18,7,2,0,1.12852843105793,3.2428497234359384
91,Ben Chilwell,Leicester,EPL,27,2382,3,3,3,1.0977275781333447,3.5355270877480507,1.0977275781333447,0.04147585307808607,0.13358414689224374,0.04147585307808607,D M,16,33,3,0,8.04045776091516,10.088156981393695
92,Dominic Solanke,Bournemouth,EPL,32,1617,3,3,1,4.439334521070123,1.0535619901493192,4.439334521070123,0.24708726462356898,0.058639813922967673,0.24708726462356898,F M S,32,15,1,0,2.417156931012869,6.863944223150611
93,Roberto Pereyra,Watford,EPL,28,1656,3,2,0,3.1468859259039164,1.3600244047120214,2.3857170585542917,0.1710264090165172,0.0739143698213055,0.12965853579099412,F M S,21,20,4,0,1.6259918306022882,4.776893117465079
94,Rodri,Manchester City,EPL,35,2488,3,3,2,0.7440791316330433,2.9102930314838886,0.7440791316330433,0.026916045758430023,0.10527587332538182,0.026916045758430023,D M S,24,33,8,0,21.217174431309104,22.69725015386939
95,Issa Diop,West Ham,EPL,32,2767,3,3,1,1.7952629122883081,1.8284027930349112,1.7952629122883081,0.058393083522207345,0.05947099796644091,0.058393083522207345,D S,16,5,8,0,3.6186532843858004,3.843444647267461
96,Ricardo Pereira,Leicester,EPL,28,2520,3,3,2,1.2652331655845046,4.018951584585011,1.2652331655845046,0.045186898770875165,0.1435339851637504,0.045186898770875165,D M,18,27,1,0,8.115902204066515,11.059817846864462
97,Luka Milivojevic,Crystal Palace,EPL,31,2519,3,1,1,2.4957156693562865,1.7364521408453584,0.973377994261682,0.08916808663837467,0.06204076723941336,0.034777300311056525,M S,31,29,12,0,3.986329460516572,4.5046228766441345
98,Scott McTominay,Manchester United,EPL,27,1771,3,3,1,2.0219828691333532,1.4312139973044395,2.0219828691333532,0.10275463479503207,0.07273250127464684,0.10275463479503207,M S,29,16,2,0,4.453569738194346,5.719030223786831
99,Daniel James,Manchester United,EPL,33,2291,3,3,6,3.603131093084812,4.264184528961778,3.603131093084812,0.14154596175365913,0.16751488765017897,0.14154596175365913,F M S,42,26,4,0,5.398974547162652,11.158989392220974
100,Youri Tielemans,Leicester,EPL,37,2849,3,3,6,2.7923809867352247,5.186099678277969,2.7923809867352247,0.08821140358236933,0.1638290526658537,0.08821140358236933,M S,56,53,2,0,11.131553751416504,17.103863075375557
101,Lewis Dunk,Brighton,EPL,36,3233,3,3,3,3.7192777395248413,1.2634232500568032,3.7192777395248413,0.10353696150857894,0.035171077174485706,0.10353696150857894,D,31,14,9,0,8.34768174868077,8.553321623243392
102,Douglas Luiz,Aston Villa,EPL,36,2602,3,3,2,2.277795437723398,2.004114666953683,2.277795437723398,0.07878616041318441,0.06931987702760625,0.07878616041318441,M S,38,17,8,0,3.3965176343917847,5.569815007969737
103,Pedro Neto,Wolverhampton Wanderers,EPL,29,911,3,3,3,1.8934477604925632,2.6262175496667624,1.8934477604925632,0.1870585054273663,0.2594506909659809,0.1870585054273663,F M S,17,14,3,0,4.652863252907991,7.689651545137167
104,Michael Obafemi,Southampton,EPL,21,654,3,3,2,2.154612448066473,1.2253467291593552,2.154612448066473,0.2965063001926339,0.16862569667330576,0.2965063001926339,F S,12,10,1,0,0.5151654873043299,2.8837932106107473
105,Bernard,Everton,EPL,27,1267,3,3,2,1.6975654624402523,2.303722243756056,1.6975654624402523,0.1205847605521884,0.16364246403949884,0.1205847605521884,M S,12,24,2,0,3.0494456132873893,6.573716748505831
106,Adam Webster,Brighton,EPL,31,2668,3,3,1,1.5777928959578276,1.0943768145516515,1.5777928959578276,0.05322389828943196,0.036916759111562454,0.05322389828943196,D,16,10,4,0,6.152603227645159,6.390762180089951
107,Billy Sharp,Sheffield United,EPL,25,1045,3,3,2,4.138954329304397,3.010327694937587,4.138954329304397,0.3564649661601873,0.2592626722912754,0.3564649661601873,F S,16,15,1,1,1.037148229777813,5.812581459991634
108,Conor Hourihane,Aston Villa,EPL,27,1549,3,3,5,1.628339322283864,5.731440916657448,1.628339322283864,0.09460977340577648,0.333008187539813,0.09460977340577648,M S,29,38,4,0,3.1574677284806967,6.007942508906126
109,John McGinn,Aston Villa,EPL,28,2323,3,3,3,3.982573007233441,2.6177591122686863,3.982573007233441,0.15429684487774847,0.10141985368238561,0.15429684487774847,M S,55,37,3,0,5.289585173130035,9.970860671252012
110,Gabriel Martinelli,Arsenal,EPL,14,643,3,3,0,2.2424834556877613,0.11354188434779644,2.2424834556877613,0.3138779331444767,0.01589233217931832,0.3138779331444767,M S,12,2,1,0,0.639907656237483,2.9959330298006535
111,Aaron Connolly,Brighton,EPL,24,1279,3,3,1,4.553525606170297,0.5620171576738358,4.553525606170297,0.32042009738493094,0.039547728061489616,0.32042009738493094,F S,36,6,0,0,0.35419941134750843,4.356782121583819
112,Tomas Soucek,West Ham,EPL,13,1042,3,3,0,2.4183740243315697,0.3432552432641387,2.4183740243315697,0.20888067388660392,0.029647765732987028,0.20888067388660392,M S,20,5,0,0,2.18582923989743,3.873195863328874
113,Steven Bergwijn,Tottenham,EPL,14,698,3,3,1,1.1783158108592033,1.1285143066197634,1.1783158108592033,0.15193183807640157,0.14551044068163138,0.15193183807640157,F M S,9,13,2,0,1.4037167243659496,2.955224387347698
114,Fabian Schär,Newcastle United,EPL,22,1675,2,2,0,1.0595882823690772,0.1013798899948597,1.0595882823690772,0.056933101739234,0.005447277671365595,0.056933101739234,D M S,20,4,5,0,1.8653056677430868,2.578661961480975
115,Joelinton,Newcastle United,EPL,38,2722,2,2,2,6.031041044741869,3.101166108623147,6.031041044741869,0.19940988024495526,0.10253671924176459,0.19940988024495526,F M S,50,29,7,0,4.822176840156317,12.042083878070116
116,Pascal Groß,Brighton,EPL,29,1812,2,2,4,1.456096992827952,5.954704690724611,1.456096992827952,0.07232269831926913,0.29576347801612307,0.07232269831926913,F M S,29,59,4,0,6.019404185935855,8.312001302838326
117,Ilkay Gündogan,Manchester City,EPL,31,2006,2,1,1,4.346703093498945,2.919196378439665,2.824402241036296,0.19501658943913514,0.13097092425701387,0.12671794700561648,M S,32,34,7,0,15.24622955173254,19.261574666947126
118,Sokratis,Arsenal,EPL,19,1698,2,2,0,1.450504781678319,0.7529756426811218,1.450504781678319,0.07688187888754341,0.03991036975341635,0.07688187888754341,D,7,2,6,0,4.342151601798832,4.342151601798832
119,Matt Ritchie,Newcastle United,EPL,18,1321,2,2,1,1.5107395369559526,2.3453650511801243,0.7495706640183926,0.10292699343378936,0.1597902003075028,0.05106840254478072,D M S,26,32,4,0,1.4184193424880505,2.739802846685052
120,James Milner,Liverpool,EPL,22,895,2,0,2,2.1647335067391396,0.9346521161496639,0.6423958018422127,0.21768269900170117,0.09398736363516173,0.06459846052044597,D M S,12,11,4,0,5.740981161594391,6.646241307258606
121,Danny Welbeck,Watford,EPL,18,791,2,2,0,3.3855950385332108,0.2354272771626711,3.3855950385332108,0.3852130890872174,0.02678692154821795,0.3852130890872174,F M S,22,3,0,0,0.28479901794344187,3.556654464453459
122,Theo Walcott,Everton,EPL,25,1310,2,2,3,3.4808373413980007,3.973367288708687,3.4808373413980007,0.23914149673726723,0.2729794320486884,0.23914149673726723,M S,31,19,1,0,2.6071585807949305,8.397085671313107
