,player_name,teams_played_for,league,games,minutes_played,goals,npg,assists,xG,xA,npxG,xG90,xA90,npxG90,position,shots,key_passes,yellow_cards,red_cards,xGBuildup,xGChain
30,Kevin Mirallas,Everton,EPL,29,1430,7,7,1,4.718503348529339,1.5895477198064327,3.957334525883198,0.2969687422151332,0.10004146488292234,0.24906301211852294,F M S,52,18,3,0,2.2814471749588847,6.504366559907794
31,Raheem Sterling,Liverpool,EPL,35,3059,7,7,7,8.785912293940783,6.0366210248321295,8.785912293940783,0.25849366016824793,0.17760571828535196,0.25849366016824793,F M S,84,75,5,0,5.501672655344009,18.19585334509611
32,Loïc Remy,"Chelsea,Queens Park Rangers",EPL,21,839,7,7,0,4.655208880081773,0.6052638720721006,4.655208880081773,0.49936686437110794,0.06492699462036837,0.49936686437110794,F M S,37,6,0,0,1.6453860998153687,5.653262756764889
33,Gylfi Sigurdsson,Swansea,EPL,32,2721,7,7,10,5.177992150187492,8.45131066069007,5.177992150187492,0.17126765656628973,0.27953618502833744,0.17126765656628973,F M,67,73,2,0,7.1168532548472285,15.548746209591627
34,Bafétimbi Gomis,Swansea,EPL,31,1619,7,7,0,7.497833965346217,0.8869195282459259,7.497833965346217,0.41680361759182183,0.04930374153312744,0.41680361759182183,F S,69,13,0,0,1.5422124341130257,7.254535458050668
35,Ayoze Pérez,Newcastle United,EPL,36,2369,7,7,0,5.746194876730442,2.9009934663772583,5.746194876730442,0.21830204259423377,0.11021081130179537,0.21830204259423377,F M S,61,28,0,0,3.019625613465905,9.56750475242734
36,Charlie Adam,Stoke,EPL,29,1482,7,6,1,3.4077700218185782,2.649148855358362,2.646601184271276,0.2069495964667153,0.16087948514322037,0.16072476827558357,M S,62,33,5,0,3.741002993658185,6.183591176755726
37,Glenn Murray,Crystal Palace,EPL,17,859,7,6,3,9.534016601741314,1.5268458230420947,8.011715702712536,0.9989074437214415,0.1599722049753068,0.8394114240327453,F S,38,7,3,1,0.8191248010843992,5.48577272053808
38,Santiago Cazorla,Arsenal,EPL,37,2999,7,1,11,10.590722324326634,9.755179909989238,6.023709328845143,0.31782761226722145,0.2927529816268861,0.1807715370443691,M S,93,78,5,0,16.913314290344715,24.65783429890871
39,Aaron Ramsey,Arsenal,EPL,29,2013,6,6,6,6.636925790458918,5.299688201397657,6.636925790458918,0.2967328967418294,0.23694582122493252,0.2967328967418294,M S,63,47,6,0,8.166224788874388,16.72075515240431
40,Jason Puncheon,Crystal Palace,EPL,37,2823,6,6,7,2.7942801611498,5.30593179538846,2.7942801611498,0.08908438345854834,0.1691582931579743,0.08908438345854834,F M S,65,65,7,1,4.623076220043004,8.855646732263267
41,Ander Herrera,Manchester United,EPL,26,1877,6,6,4,2.0372265269979835,2.1199880270287395,2.0372265269979835,0.09768267843890172,0.10165099756664174,0.09768267843890172,M S,37,26,6,0,8.672010965645313,11.650218524038792
42,Jordan Henderson,Liverpool,EPL,37,3253,6,5,9,4.294427355751395,6.793562995269895,3.533258492127061,0.11881293022367832,0.18795593900224117,0.09775384700013387,M S,50,67,6,0,8.795097372494638,16.310876918956637
43,Marouane Fellaini,Manchester United,EPL,27,1824,6,6,0,5.314917840063572,1.1519180983304977,5.314917840063572,0.26224923552945256,0.05683806406236008,0.26224923552945256,M S,36,21,5,1,4.703867077827454,9.252811420708895
44,Oscar,Chelsea,EPL,28,2072,6,6,8,6.5403791926801205,5.224342029541731,6.5403791926801205,0.28408982979788167,0.2269260534067354,0.28408982979788167,F M S,72,37,5,0,7.14996306411922,15.803945265710354
45,Leroy Fer,Queens Park Rangers,EPL,29,2375,6,6,2,5.116700017824769,3.586207873187959,5.116700017824769,0.19389600067546492,0.13589840361554373,0.19389600067546492,M S,54,48,4,0,4.38906722702086,10.680140810087323
46,Steven Naismith,Everton,EPL,31,2051,6,6,0,3.948357157409191,1.9437066242098808,3.948357157409191,0.17325799325540087,0.08529185576737654,0.17325799325540087,F M S,33,25,8,0,2.953010508790612,7.202266559004784
47,Gabriel Agbonlahor,Aston Villa,EPL,34,2698,6,6,1,5.630619659088552,1.5529494481161237,5.630619659088552,0.18782645267530382,0.051803354459025626,0.18782645267530382,F S,53,16,7,1,1.656528471969068,8.03916365839541
48,Stewart Downing,West Ham,EPL,37,3315,6,6,8,4.136291523464024,6.626502505969256,4.136291523464024,0.11229750742436265,0.17990504541093003,0.11229750742436265,F M,70,85,3,0,7.3311774879693985,13.642641877755523
49,Frank Lampard,Manchester City,EPL,32,958,6,6,1,4.004464738070965,0.9529220014810562,4.004464738070965,0.3762023240358944,0.08952294377170675,0.3762023240358944,M S,32,15,1,0,7.293270911090076,11.039335268549621
50,Adam Lallana,Liverpool,EPL,27,1802,5,5,3,4.768366973847151,3.1417976953089237,4.768366973847151,0.23815373343298754,0.15691553417192183,0.23815373343298754,F M S,38,33,4,0,4.900887405499816,10.234401380643249
51,Philippe Coutinho,Liverpool,EPL,35,2810,5,5,5,4.376544035039842,5.527065984904766,4.376544035039842,0.14017400823971024,0.17702346570869357,0.14017400823971024,F M S,103,59,3,0,7.004489665850997,13.680517992004752
52,James Milner,Manchester City,EPL,32,1732,5,5,7,5.722100425511599,4.971144262701273,5.722100425511599,0.2973377819261223,0.2583158104175026,0.2973377819261223,F M S,39,52,6,0,8.751346262171865,15.702087476849556
53,Theo Walcott,Arsenal,EPL,14,427,5,5,0,5.347009994089603,0.40138599276542664,5.347009994089603,1.1270044484029609,0.08460126311215081,1.1270044484029609,F M S,23,4,0,0,0.6996185854077339,5.9333066791296005
54,Mile Jedinak,Crystal Palace,EPL,24,2092,5,2,3,3.902254626620561,0.9916828358545899,1.6187480636872351,0.16787902313377173,0.042663219515732834,0.06964021306493841,M,31,14,3,1,2.9935822002589703,3.5401348993182182
55,Connor Wickham,Sunderland,EPL,36,2782,5,5,1,7.663333743810654,1.7667257795110345,7.663333743810654,0.247915182222487,0.05715503959597164,0.247915182222487,F M S,83,21,8,0,4.778484398499131,12.30491459555924
56,Andy Carroll,West Ham,EPL,14,1032,5,5,1,3.6932684518396854,0.7689819522202015,3.6932684518396854,0.3220873649860191,0.06706237955408734,0.3220873649860191,F S,37,11,2,0,0.46891840919852257,3.288496132940054
57,Dame N&#039;Doye,Hull,EPL,15,1195,5,5,1,5.468191312626004,1.079892586916685,5.468191312626004,0.41183030806388315,0.08133082244560809,0.41183030806388315,F S,42,12,3,0,1.152376303449273,6.64970713481307
58,Dwight Gayle,Crystal Palace,EPL,25,1069,5,4,1,5.163298174738884,0.766508536413312,4.402129277586937,0.4347023720547236,0.06453299184022271,0.37061892888945214,F M S,30,16,1,0,0.8092568069696426,3.3746634889394045
59,Jamie Vardy,Leicester,EPL,34,2261,5,5,8,7.851606417447329,5.1826484482735395,7.851606417447329,0.3125363014463775,0.20629737299629303,0.3125363014463775,F M S,48,35,5,0,2.142568826675415,14.468460751697421
60,Shane Long,Southampton,EPL,32,1522,5,5,5,4.035826779901981,2.735771756619215,4.035826779901981,0.23864941536871112,0.16177362555566974,0.23864941536871112,F M S,37,21,2,0,3.2859599888324738,9.551560491323471
61,John Terry,Chelsea,EPL,38,3420,5,5,0,5.21680910885334,0.3966271262615919,5.21680910885334,0.13728445023298264,0.01043755595425242,0.13728445023298264,D,20,7,2,0,8.167878993786871,8.54557874891907
62,Steven Fletcher,Sunderland,EPL,30,1782,5,5,2,6.642455920577049,2.0515788961201906,6.642455920577049,0.3354775717463156,0.10361509576364598,0.3354775717463156,F M S,37,17,4,0,2.307069686241448,9.389526054263115
63,Stevan Jovetic,Manchester City,EPL,17,791,5,5,3,3.329761994071305,1.8126026093959808,3.329761994071305,0.37886040387663394,0.20623797072773487,0.37886040387663394,F M S,38,15,0,0,3.645845679566264,6.673779793083668
64,George Boyd,"Burnley,Hull",EPL,36,3035,5,5,2,3.4792170291766524,3.5598809821531177,3.4792170291766524,0.10317282788332742,0.10556483966846147,0.10317282788332742,M S,49,36,7,0,3.811831835657358,9.525841981172562
65,David Nugent,Leicester,EPL,29,1685,5,4,2,6.229932998307049,1.8909174874424934,4.70759526733309,0.33275606519147444,0.10099856016013319,0.2514442576023609,F M S,41,21,3,0,2.336387704126537,7.812488311901689
66,Ashley Barnes,Burnley,EPL,35,2435,5,5,2,5.690879393368959,1.823077050037682,5.690879393368959,0.2103405114592223,0.06738272464204985,0.2103405114592223,F M S,66,30,4,1,3.2729206513613462,9.151077944785357
67,Esteban Cambiasso,Leicester,EPL,31,2432,5,5,1,2.480083841830492,1.938136932440102,2.480083841830492,0.09177941848879288,0.07172381740115509,0.09177941848879288,M S,29,37,1,0,4.195096199400723,7.089135630056262
68,Daniel Sturridge,Liverpool,EPL,12,747,4,4,1,4.518866069614887,1.5182958170771599,4.518866069614887,0.5444416951343237,0.18292720687676625,0.5444416951343237,F S,39,11,0,0,1.785387766547501,7.007463209331036
69,Mesut Özil,Arsenal,EPL,22,1861,4,4,5,3.860026102513075,6.6569958999753,3.860026102513075,0.18667509361965434,0.3219396190208366,0.18667509361965434,F M S,29,69,0,0,9.916828630492091,16.416587620973587
70,Danny Welbeck,"Arsenal,Manchester United",EPL,27,1714,4,4,3,7.272419456392527,2.887719687074423,7.272419456392527,0.38186566573823066,0.15163055533062897,0.38186566573823066,F M S,58,30,3,0,4.489677244797349,12.937738237902522
71,Yannick Bolasie,Crystal Palace,EPL,34,2788,4,4,6,4.837671763263643,5.125396749004722,4.837671763263643,0.15616587471080626,0.16545398400660866,0.15616587471080626,F M S,69,46,3,0,3.0934827718883753,11.88829618319869
72,Wilfried Zaha,Crystal Palace,EPL,31,1989,4,4,2,4.761631336063147,2.1885991133749485,4.761631336063147,0.21545843149606997,0.09903163408936419,0.21545843149606997,F M S,40,14,1,0,2.300881713628769,6.59307062253356
73,Cheikhou Kouyaté,West Ham,EPL,31,2670,4,4,2,3.0627187211066484,1.1875265780836344,3.0627187211066484,0.10323770970022411,0.04002898577810003,0.10323770970022411,D M S,33,14,5,0,3.3148058373481035,6.412815572693944
74,Enner Valencia,West Ham,EPL,32,2119,4,4,3,6.480698645114899,2.5936690075322986,6.480698645114899,0.27525383580006646,0.11016055246715756,0.27525383580006646,F M S,72,18,2,0,2.8980725412257016,8.838933130726218
75,Morgan Schneiderlin,Southampton,EPL,26,2183,4,4,1,2.391752079129219,1.5581415556371212,2.391752079129219,0.0986063614849426,0.06423854329241452,0.0986063614849426,M S,31,20,5,1,7.155299138277769,8.423094525933266
76,Phil Jagielka,Everton,EPL,37,3295,4,4,0,2.3946315087378025,0.07067899405956268,2.3946315087378025,0.06540723392607048,0.0019305339803825923,0.06540723392607048,D,15,2,1,0,7.00229761749506,7.111543036997318
77,Chris Smalling,Manchester United,EPL,25,1881,4,4,0,1.8635459579527378,0.39187030494213104,1.8635459579527378,0.08916487837094439,0.018749775356082826,0.08916487837094439,D S,17,5,1,1,4.005902802571654,4.172036854550242
78,Fraizer Campbell,Crystal Palace,EPL,20,1187,4,4,0,4.2211359813809395,0.46638403460383415,4.2211359813809395,0.3200524332976281,0.03536188973407336,0.3200524332976281,F M S,25,8,5,0,0.7666492015123367,3.951981191523373
79,Branislav Ivanovic,Chelsea,EPL,38,3420,4,4,5,4.370111751370132,5.31574872136116,4.370111751370132,0.1150029408255298,0.13988812424634633,0.1150029408255298,D,44,35,10,1,11.982984997332096,17.022210773080587
80,Falcao,Manchester United,EPL,26,1278,4,4,4,7.156319906935096,1.8940745368599892,7.156319906935096,0.5039661906292321,0.13338553076478796,0.5039661906292321,F S,38,18,2,0,2.6327793607488275,9.530347373336554
81,Jermain Defoe,Sunderland,EPL,17,1468,4,4,0,4.020909581333399,1.260544329881668,4.020909581333399,0.2465135301907397,0.0772813281262603,0.2465135301907397,F M,34,13,1,0,2.511991862207651,7.368556208908558
82,Riyad Mahrez,Leicester,EPL,30,2091,4,4,3,4.923194452188909,6.056509282439947,4.923194452188909,0.2119022002376862,0.2606818916401699,0.2119022002376862,M S,63,44,0,0,3.296926638111472,11.149429438635707
83,Jack Colback,Newcastle United,EPL,35,3130,4,4,6,2.8249619929119945,2.3404143704101443,2.8249619929119945,0.08122893909331613,0.06729625985204887,0.08122893909331613,D M,27,44,12,0,4.668527426198125,7.598446445539594
84,Moussa Sissoko,Newcastle United,EPL,34,3037,4,4,2,3.9524447536095977,4.653360825031996,3.9524447536095977,0.11712875463446289,0.13790005737664787,0.11712875463446289,M,44,44,7,2,6.720511130988598,12.273813085630536
85,Dusan Tadic,Southampton,EPL,31,2072,4,3,7,5.62757814489305,9.00442223995924,4.10524046048522,0.2444411356372464,0.3911187266391562,0.1783164292681804,F M S,53,68,2,0,7.7511625569313765,18.353967137634754
86,Bojan,Stoke,EPL,16,1236,4,3,1,2.5972426552325487,1.701795605942607,1.8360738065093756,0.18911961081790404,0.12391715577251992,0.13369469464874095,M S,32,26,2,0,1.5529742687940598,3.7693587467074394
87,Adam Johnson,Sunderland,EPL,32,2085,4,3,1,3.2225706931203604,3.918955043889582,2.461401855573058,0.13910377092605872,0.16916352707437046,0.10624756211106726,F M S,25,39,2,0,4.618605230003595,7.580855485983193
88,Jordi Gómez,Sunderland,EPL,29,1952,4,1,2,3.721912106499076,1.7920808214694262,1.4384055938571692,0.17160455409063363,0.08262667721938953,0.06631993004464407,M S,31,23,7,0,4.437606098130345,6.745259866118431
89,Brown Ideye,West Bromwich Albion,EPL,24,1286,4,4,2,3.9699375443160534,1.232260012999177,3.9699375443160534,0.277833887238293,0.08623903667956916,0.277833887238293,F S,30,11,2,0,1.5735353119671345,4.579364825040102
90,Edin Dzeko,Manchester City,EPL,22,928,4,4,2,3.974505268037319,1.3088590241968632,3.974505268037319,0.38545848504672275,0.1269367588121958,0.38545848504672275,F S,43,11,1,0,2.6693633031100035,6.803935734555125
91,Abel Hernández,Hull,EPL,25,1307,4,3,1,5.410243159160018,0.8517510555684566,4.649111097678542,0.37254926115103415,0.05865156465276289,0.32013771904442906,F S,52,9,2,0,0.8264674860984087,4.14481639675796
92,Didier Drogba,Chelsea,EPL,28,831,4,4,1,2.728672436438501,1.5343713704496622,2.728672436438501,0.2955240905890073,0.16617740474184067,0.2955240905890073,F S,30,14,5,0,2.011723157018423,5.031835989095271
93,Mohamed Diamé,"Hull,West Ham",EPL,15,937,4,4,0,1.2090785708278418,0.17440581135451794,1.2090785708278418,0.11613348065582257,0.01675189223255775,0.11613348065582257,M S,17,3,2,0,0.9010879304260015,2.1381370928138494
94,Eduardo Vargas,Queens Park Rangers,EPL,21,1389,3,3,2,3.477744033560157,1.8190636951476336,3.477744033560157,0.2253397861918028,0.11786589817371276,0.2253397861918028,F M S,41,15,1,0,2.8785368939861655,6.131222357973456
95,André Schürrle,Chelsea,EPL,14,428,3,3,0,3.249142687767744,0.5976690649986267,3.249142687767744,0.6832309390165817,0.12567807441559908,0.6832309390165817,M S,21,6,2,0,1.4035245031118393,4.820191135630012
96,Laurent Koscielny,Arsenal,EPL,27,2289,3,3,0,1.274743553251028,0.116488516330719,1.274743553251028,0.05012097850266165,0.004580151362937837,0.05012097850266165,D S,8,2,4,0,3.6175646809861064,3.6892644492909312
97,Victor Moses,Stoke,EPL,19,1473,3,2,3,4.516806559637189,2.320560065098107,3.755637699738145,0.27597596087396264,0.14178574735833646,0.2294686985583388,F M,41,32,3,0,1.9420535452663898,6.2295324224978685
98,Seamus Coleman,Everton,EPL,35,3062,3,3,2,2.0100420601665974,2.727002407424152,2.0100420601665974,0.05908026956727425,0.08015356520841727,0.05908026956727425,D M S,19,34,5,0,5.938952649012208,8.555337810888886
99,Tom Cleverley,"Aston Villa,Manchester United",EPL,32,2633,3,3,0,1.7877938449382782,1.3489697314798832,1.7877938449382782,0.06110955033970567,0.04610986548924781,0.06110955033970567,F M,24,27,7,0,4.157936003059149,5.81716294772923
100,Fernandinho,Manchester City,EPL,33,2283,3,3,3,2.4068920481950045,2.6950506502762437,2.4068920481950045,0.09488404920611056,0.10624378384794653,0.09488404920611056,M S,24,30,7,0,9.671797586604953,13.146952655166388
101,Danny Rose,Tottenham,EPL,28,2386,3,3,4,1.6703250305727124,2.9121242901310325,1.6703250305727124,0.06300471615739485,0.10984542586412109,0.06300471615739485,D S,24,27,7,0,7.363565810024738,10.74425258114934
102,Cesc Fàbregas,Chelsea,EPL,34,2895,3,3,18,3.2493747798725963,10.149339951574802,3.2493747798725963,0.10101683253489936,0.3155235218106156,0.10101683253489936,M S,43,95,11,1,16.971001962199807,23.01318160444498
103,Jack Cork,"Southampton,Swansea",EPL,27,1795,3,3,0,3.13075337279588,0.7083077467978001,3.13075337279588,0.15697370671399954,0.03551403744390084,0.15697370671399954,M S,8,12,1,0,7.323186716064811,8.94570867344737
104,Wayne Routledge,Swansea,EPL,29,2327,3,3,1,3.8581882882863283,2.31121738627553,3.8581882882863283,0.1492208620308421,0.08938958520188986,0.1492208620308421,F M S,31,28,1,1,3.1210980340838432,8.535147248767316
105,Jack Rodwell,Sunderland,EPL,23,1483,3,3,0,2.482021426782012,0.27516839653253555,2.482021426782012,0.150628407559259,0.016699363242028455,0.150628407559259,M S,30,4,5,0,4.823791150934994,5.963927052915096
106,Sebastian Larsson,Sunderland,EPL,36,3079,3,3,3,2.721916640177369,3.486307787708938,2.721916640177369,0.07956235713412252,0.10190571643189492,0.07956235713412252,M,45,58,10,0,5.843437802046537,8.626350525766611
107,Jeffrey Schlupp,Leicester,EPL,32,2557,3,3,2,2.299106224440038,1.5454933568835258,2.299106224440038,0.08092278459116287,0.054397497895783076,0.08092278459116287,D M S,40,23,4,0,3.824514277279377,7.155159743502736
108,Jonjo Shelvey,Swansea,EPL,31,2471,3,2,5,4.547879750840366,2.943916641175747,3.7867109132930636,0.16564515482623754,0.1072248068416905,0.1379214820705689,M S,62,30,8,1,7.097531778737903,11.989973668009043
109,Nathan Dyer,Swansea,EPL,32,1879,3,3,2,2.0165312504395843,2.235175338573754,2.0165312504395843,0.09658744680125736,0.10706002153892381,0.09658744680125736,F M S,17,22,2,0,5.942771966569126,8.583797143772244
110,Craig Gardner,West Bromwich Albion,EPL,35,2697,3,3,4,3.3401153879240155,3.343790824059397,3.3401153879240155,0.11146102518100164,0.11158367599753272,0.11146102518100164,M S,56,35,10,0,4.230649571865797,8.155048488639295
111,Victor Anichebe,West Bromwich Albion,EPL,21,1019,3,3,1,1.8499112874269485,1.3315896019339561,1.8499112874269485,0.16338765050875895,0.11760850262419632,0.16338765050875895,F S,25,18,0,0,1.0943199768662453,3.206710208207369
112,Victor Wanyama,Southampton,EPL,32,2367,3,3,1,1.723528876900673,0.9338348228484392,1.723528876900673,0.06553341737264916,0.03550702748473153,0.06553341737264916,M S,28,16,10,0,5.478044670075178,7.770369669422507
113,Matt Phillips,Queens Park Rangers,EPL,25,1827,3,3,8,3.0864787427708507,3.0363355800509453,3.0864787427708507,0.15204328782122417,0.1495731812832978,0.15204328782122417,F M S,42,34,1,0,1.1094430778175592,5.406232819892466
114,Steven N&#039;Zonzi,Stoke,EPL,38,3381,3,3,1,2.544648644514382,1.7871545134112239,2.544648644514382,0.06773687607402969,0.047572879682641275,0.06773687607402969,M,47,34,2,0,6.257574141956866,9.022655447013676
115,Morgan Amalfitano,West Ham,EPL,24,1174,3,3,1,2.6237589800730348,0.9993906710296869,2.6237589800730348,0.20113995588294134,0.07661427631403052,0.20113995588294134,F M S,19,10,3,0,3.0567575208842754,5.83771906234324
116,Ángel Di María,Manchester United,EPL,27,1642,3,3,10,2.9319101637229323,7.295103868469596,2.9319101637229323,0.1607015315073471,0.3998534398064943,0.1607015315073471,F M S,61,52,1,0,3.154285555705428,8.838051529601216
117,Samuel Eto&#039;o,Everton,EPL,14,765,3,3,1,2.36550603993237,1.0087512554600835,2.36550603993237,0.27829482822733764,0.11867661828942158,0.27829482822733764,F M S,28,11,1,0,2.0122712198644876,4.095035215839744
118,Bobby Zamora,Queens Park Rangers,EPL,31,1779,3,3,4,2.987050441559404,6.012668497860432,2.987050441559404,0.1511155366724825,0.3041822174297014,0.1511155366724825,F S,29,50,4,0,3.24147738981992,9.424549298360944
119,Andreas Weimann,Aston Villa,EPL,31,1782,3,3,2,2.7154510598629713,1.1188792865723372,2.7154510598629713,0.13714399292237228,0.05650905487739077,0.13714399292237228,F M S,33,20,5,0,0.959268843755126,4.3667837008833885
120,Héctor Bellerín,Arsenal,EPL,20,1564,2,2,1,0.27969358302652836,1.7710436806082726,0.27969358302652836,0.016094899279020174,0.10191427829587246,0.016094899279020174,D S,5,12,5,0,5.210577918216586,6.440684627741575
121,Scott Dann,Crystal Palace,EPL,34,2926,2,2,3,1.2500938000157475,3.0851117242127657,1.2500938000157475,0.038451278879500096,0.09489407217332499,0.038451278879500096,D,19,13,6,0,2.9505430161952972,3.481816951185465
122,Joe Ledley,Crystal Palace,EPL,32,2581,2,2,0,1.6935912165790796,1.501201981678605,1.6935912165790796,0.05905587349558976,0.052347221368103235,0.05905587349558976,D M S,13,21,0,0,2.5305049270391464,3.8308551218360662
