,player_name,teams_played_for,league,games,minutes_played,goals,npg,assists,xG,xA,npxG,xG90,xA90,npxG90,position,shots,key_passes,yellow_cards,red_cards,xGBuildup,xGChain
46,Joe Allen,Stoke,EPL,36,2942,6,6,2,5.681928787380457,4.653246657922864,5.681928787380457,0.1738183517553505,0.14234948987527457,0.1738183517553505,M S,40,28,9,0,6.203423120081425,13.03703092597425
47,Juan Mata,Manchester United,EPL,25,1641,6,6,3,5.6651326939463615,4.540481215342879,5.6651326939463615,0.3107019759019942,0.24902090760564238,0.3107019759019942,F M S,40,45,3,0,6.035138588398695,11.835173726081848
48,Gary Cahill,Chelsea,EPL,37,3299,6,6,0,3.297440253198147,0.17101848125457764,3.297440253198147,0.08995744855648173,0.004665554202155801,0.08995744855648173,D S,24,5,5,0,7.805241160094738,7.968182640150189
49,Leroy Fer,Swansea,EPL,34,2393,6,6,2,5.205665294080973,1.055048357695341,5.205665294080973,0.19578348368879547,0.03968004688365261,0.19578348368879547,D M S,36,18,9,0,4.929780047386885,7.079868838191032
50,André Ayew,West Ham,EPL,25,1432,6,6,3,7.654202967882156,2.366946253925562,7.654202967882156,0.48106024239482825,0.14876058858470712,0.48106024239482825,F M S,33,15,1,0,1.3524769162759185,9.077344642952085
51,Riyad Mahrez,Leicester,EPL,36,2859,6,3,3,8.95081671886146,6.2482471615076065,5.144972560927272,0.28176757771861893,0.19669193582920064,0.161961360784699,F M S,76,52,4,0,4.793383862823248,12.870515598915517
52,Georginio Wijnaldum,Liverpool,EPL,36,2981,6,6,9,5.565248823724687,5.296918980777264,5.565248823724687,0.168021601521376,0.15992039861454335,0.168021601521376,M S,60,43,2,0,10.87472141906619,18.88097246736288
53,Gareth McAuley,West Bromwich Albion,EPL,36,3150,6,6,1,3.6915690898895264,0.3782481737434864,3.6915690898895264,0.10547340256827219,0.010807090678385325,0.10547340256827219,D,16,6,5,0,1.7732560317963362,2.103846974670887
54,Benik Afobe,Bournemouth,EPL,31,1436,6,6,3,8.921733126044273,1.8278377754613757,8.160564228892326,0.5591615468969252,0.11455807784925057,0.5114559753484048,F S,39,23,1,0,1.263733728788793,8.775064896792173
55,Charlie Austin,Southampton,EPL,15,946,6,4,1,6.6213426403701305,1.6202985644340515,5.099004995077848,0.6299374605003295,0.15415102621465607,0.4851061834640659,F S,37,8,1,0,1.563220489770174,6.864494055509567
56,Marko Arnautovic,Stoke,EPL,32,2742,6,6,5,9.196288883686066,7.129755564965308,8.435120053589344,0.3018475563573107,0.234018235173916,0.27686389672612727,F M,60,50,9,1,4.321544300764799,17.068256702274084
57,Marcos Alonso,Chelsea,EPL,31,2696,6,6,3,4.146676734089851,3.1470432318747044,4.146676734089851,0.13842763578193124,0.1050570811827609,0.13842763578193124,M S,46,24,2,0,8.174821026623249,13.073827413842082
58,Ashley Barnes,Burnley,EPL,28,1788,6,4,2,6.5921545177698135,2.387533933855593,5.069816809147596,0.33181985827700405,0.12017788257662382,0.2551921212658186,F S,44,21,6,1,0.5661479262635112,6.558957694098353
59,Leroy Sané,Manchester City,EPL,26,1793,5,5,3,5.8207272328436375,5.704548614099622,5.8207272328436375,0.29217258837475035,0.28634097895647853,0.29217258837475035,F M S,33,35,4,0,6.493141442537308,14.744570719078183
60,Marcus Rashford,Manchester United,EPL,32,1687,5,5,1,6.274294052273035,1.9918221160769463,6.274294052273035,0.3347281948456272,0.10626199789385013,0.3347281948456272,F M S,44,20,3,0,3.6280782092362642,9.40553704276681
61,Ross Barkley,Everton,EPL,36,2922,5,5,8,6.935660857707262,7.259017596021295,6.935660857707262,0.21362405105874524,0.2235837041895676,0.21362405105874524,F M S,89,84,5,0,8.149083036929369,16.26195978745818
62,Emre Can,Liverpool,EPL,32,2360,5,5,2,3.214385723695159,2.0903314612805843,3.214385723695159,0.12258250641210353,0.07971603030307313,0.12258250641210353,M S,45,32,6,0,7.7289190124720335,12.054576847702265
63,Wayne Rooney,Manchester United,EPL,25,1538,5,4,5,7.070015042088926,3.005505595356226,6.308846204541624,0.41371999596099046,0.1758748397802733,0.36917825644261776,F M S,52,36,8,0,3.486512189731002,11.363083482719958
64,James McArthur,Crystal Palace,EPL,29,2034,5,5,3,1.698102816939354,2.348688531666994,1.698102816939354,0.07513729278492716,0.10392427131269885,0.07513729278492716,M S,23,16,5,0,2.6913587879389524,5.477222912013531
65,Nacer Chadli,West Bromwich Albion,EPL,31,2169,5,4,5,5.8100772481411695,4.269453098997474,5.048908380791545,0.24108204349133483,0.17715573024885783,0.20949827306188984,F M S,47,33,2,0,3.2578427344560623,9.243253882974386
66,Cesc Fàbregas,Chelsea,EPL,29,1294,5,5,12,2.809537671506405,7.84881329908967,2.809537671506405,0.19540833882192923,0.5458989157017545,0.19540833882192923,M S,26,62,8,0,6.129831802099943,11.544587578624487
67,Patrick van Aanholt,"Crystal Palace,Sunderland",EPL,32,2493,5,5,1,3.478316295892,2.1377700809389353,3.478316295892,0.12557098541126355,0.07717581519635146,0.12557098541126355,D F M S,34,37,3,0,2.4146014992147684,5.7393120769411325
68,Jay Rodriguez,Southampton,EPL,24,866,5,5,2,4.763502933084965,0.5137141291052103,4.763502933084965,0.4950522678725714,0.0533883044104722,0.4950522678725714,F S,33,7,0,0,0.5103842709213495,4.879882577806711
69,Yaya Touré,Manchester City,EPL,25,1955,5,3,0,3.702670441940427,1.1150564663112164,2.180332751944661,0.17045541676452092,0.0513325227457849,0.10037337476983095,M S,32,19,4,0,10.28495991975069,11.30231872946024
70,James Morrison,West Bromwich Albion,EPL,31,1736,5,5,2,2.478534383699298,1.3765207678079605,2.478534383699298,0.12849544615952582,0.07136340386101178,0.12849544615952582,M S,23,23,3,0,3.5719487983733416,6.912108477205038
71,Michy Batshuayi,Chelsea,EPL,20,221,5,5,1,3.764822266995907,0.027944376692175865,3.764822266995907,1.5331855385956181,0.011380062906315963,1.5331855385956181,F S,17,1,0,0,1.313730038702488,4.593404529616237
72,Paul Pogba,Manchester United,EPL,30,2606,5,5,4,6.505610935389996,5.589778687804937,6.505610935389996,0.22467574220456624,0.1930468464706233,0.22467574220456624,M S,92,57,7,0,9.888525158166885,16.903291763737798
73,Henrikh Mkhitaryan,Manchester United,EPL,24,1347,4,4,1,2.7058527544140816,3.5242763245478272,2.7058527544140816,0.18079194350205444,0.23547503282056753,0.18079194350205444,F M S,32,29,1,0,4.655954225920141,8.49256500415504
74,Charlie Daniels,Bournemouth,EPL,34,3060,4,4,3,1.6076876800507307,2.165623553097248,1.6076876800507307,0.04728493176619796,0.06369481038521319,0.04728493176619796,D,19,29,1,0,7.032920790836215,9.365673836320639
75,Yohan Cabaye,Crystal Palace,EPL,32,2138,4,4,3,3.4254370387643576,2.8885228633880615,2.6642682012170553,0.14419519807707773,0.12159357235964711,0.1121534790035243,M S,40,34,7,0,3.4567732959985733,6.460740702226758
76,Anthony Martial,Manchester United,EPL,25,1558,4,4,6,3.311827577650547,3.6707763336598873,3.311827577650547,0.1913122477461805,0.21204741336931313,0.1913122477461805,F M S,42,25,2,0,2.4858350846916437,8.690208330750465
77,Seamus Coleman,Everton,EPL,26,2317,4,4,3,1.3783674584701657,2.760131038725376,1.3783674584701657,0.05354038466219893,0.10721268601004914,0.05354038466219893,D M,18,17,3,0,8.167643882334232,10.482685551047325
78,Kevin Mirallas,Everton,EPL,35,2100,4,4,6,3.5472985189408064,3.730523212812841,3.5472985189408064,0.15202707938317742,0.15987956626340746,0.15202707938317742,F M S,61,43,2,0,4.927002524957061,9.559377007186413
79,Oumar Niasse,Hull,EPL,17,1083,4,4,1,3.604678399860859,0.807891234755516,3.604678399860859,0.29955776176129023,0.06713777574145563,0.29955776176129023,F S,26,10,3,1,0.24271527491509914,4.442886218428612
80,David Silva,Manchester City,EPL,34,2775,4,4,7,6.2415254805237055,8.119680380448699,6.2415254805237055,0.20242785342239045,0.2633409853118497,0.20242785342239045,F M S,48,82,6,0,15.932356275618076,25.77478902041912
81,Kelechi Iheanacho,Manchester City,EPL,20,515,4,4,3,4.739897482097149,2.534390851855278,4.739897482097149,0.8283315988130939,0.44290325566402916,0.8283315988130939,F S,22,13,0,0,2.4924785047769547,7.5445237793028355
82,Craig Dawson,West Bromwich Albion,EPL,37,3281,4,4,0,2.965415614657104,1.0976498983800411,2.965415614657104,0.0813433115876682,0.03010926268034249,0.0813433115876682,D,21,21,10,0,2.8161356998607516,3.422076713293791
83,Victor Wanyama,Tottenham,EPL,36,3021,4,4,1,4.787808591499925,2.0355495056137443,4.787808591499925,0.1426358070953304,0.0606419912298037,0.1426358070953304,M S,40,32,10,0,9.314753459766507,11.888981367461383
84,James Ward-Prowse,Southampton,EPL,30,1886,4,4,4,4.64575032517314,2.890695004723966,4.64575032517314,0.2216954025798423,0.13794408824239499,0.2216954025798423,M S,42,43,4,0,4.273942716419697,8.679032027721405
85,Jonathan Walters,Stoke,EPL,23,1278,4,3,2,4.316956391558051,0.8909998312592506,3.555787554010749,0.3040110134900036,0.06274646699008807,0.2504075742261091,F M S,25,12,1,0,1.0050333607941866,4.7771444246172905
86,Xherdan Shaqiri,Stoke,EPL,21,1721,4,4,2,2.6227933075278997,4.274763828143477,2.6227933075278997,0.13715944083527656,0.2235495319772882,0.13715944083527656,F M,48,41,2,0,5.187848903238773,8.980964787304401
87,Manolo Gabbiadini,Southampton,EPL,11,737,4,4,0,3.822396032512188,0.34004558343440294,3.0612271949648857,0.46677834861071493,0.04152524085359059,0.37382693018567126,F S,29,6,1,0,0.24663636833429337,2.856665588915348
88,Abel Hernández,Hull,EPL,24,1439,4,4,3,4.706541125662625,1.0438033295795321,4.706541125662625,0.29436323927007385,0.06528304354562744,0.29436323927007385,F S,39,13,0,0,2.2358108162879944,7.332784629426897
89,Cristhian Stuani,Middlesbrough,EPL,23,1369,4,4,0,2.8069704733788967,0.527985256165266,2.8069704733788967,0.18453421665748773,0.034710498944392945,0.18453421665748773,F M S,21,7,4,0,0.5970666278153658,3.4125299006700516
90,Marten de Roon,Middlesbrough,EPL,33,2779,4,4,0,2.8140521300956607,0.7112411167472601,2.8140521300956607,0.09113518953170546,0.023034077188648222,0.09113518953170546,M S,29,11,8,0,5.11679519712925,6.816457714885473
91,Alfie Mawson,Swansea,EPL,27,2430,4,4,0,2.04737651348114,0.39184867963194847,2.04737651348114,0.07582875975856075,0.014512914060442536,0.07582875975856075,D,23,4,1,0,1.6677909474819899,1.6991016287356615
92,Nolito,Manchester City,EPL,19,786,4,4,2,3.989437948912382,1.4063783716410398,3.989437948912382,0.4568058720128682,0.16103569140927937,0.4568058720128682,F M S,32,13,3,1,3.6412922218441963,8.05646949261427
93,Matt Phillips,West Bromwich Albion,EPL,27,2208,4,4,8,2.854000398889184,4.393439565785229,2.854000398889184,0.11633153799820044,0.17908041708363706,0.11633153799820044,F M S,47,33,2,0,1.3419106919318438,6.1043431125581264
94,Stefano Okaka,Watford,EPL,19,941,4,4,0,2.620595768094063,1.358287408016622,2.620595768094063,0.2506414655987945,0.12991059162751964,0.2506414655987945,F S,27,14,5,0,0.9739708555862308,3.958031503483653
95,Ilkay Gündogan,Manchester City,EPL,10,717,3,3,1,1.9211897253990173,0.9761682460084558,1.9211897253990173,0.24115352201661305,0.12253157899687729,0.24115352201661305,M S,16,12,0,0,4.147725220769644,6.5414627604186535
96,Daniel Sturridge,Liverpool,EPL,20,757,3,3,1,4.347298325970769,1.6363769508898258,4.347298325970769,0.5168518485302103,0.19454943933960941,0.5168518485302103,F S,40,14,1,0,3.2096373233944178,7.814839283004403
97,Alex Iwobi,Arsenal,EPL,26,1471,3,3,3,3.22737823612988,2.2150609456002712,3.22737823612988,0.19746025917857865,0.1355237832114374,0.19746025917857865,M S,39,26,1,0,5.631794882938266,9.353169728070498
98,Scott Dann,Crystal Palace,EPL,23,1746,3,3,1,1.3930320870131254,0.9155669864267111,1.3930320870131254,0.07180577768108894,0.04719417455807789,0.07180577768108894,D S,21,6,2,0,2.0511972531676292,2.0830104649066925
99,James Tomkins,Crystal Palace,EPL,24,1984,3,3,0,4.003373719751835,0.10124174878001213,4.003373719751835,0.18160465462583927,0.004592619652319099,0.18160465462583927,D S,14,2,4,0,2.5551211684942245,2.61317191272974
100,Mark Noble,West Ham,EPL,30,2422,3,2,0,3.651962250471115,1.429750844836235,2.1296245753765106,0.1357046253271678,0.053128644110347296,0.07913551271010981,M S,25,24,10,0,5.723064783029258,7.117140179499984
101,Enner Valencia,"Everton,West Ham",EPL,24,907,3,3,1,4.101014815270901,0.8733558282256126,4.101014815270901,0.4069364204789207,0.08666154855601449,0.4069364204789207,F M S,31,7,1,0,1.1479166932404041,5.44697442650795
102,Victor Moses,Chelsea,EPL,34,2519,3,3,2,4.045991532504559,2.6332805790007114,4.045991532504559,0.14455706150274325,0.09408306951570625,0.14455706150274325,M S,45,28,4,0,5.143251778557897,9.635235132649541
103,Nathan Aké,"Bournemouth,Chelsea",EPL,12,826,3,3,1,2.1903526950627565,1.0062823817133904,2.1903526950627565,0.23865828396567565,0.10964335878233067,0.23865828396567565,D S,7,4,1,0,2.8812461867928505,4.437912195920944
104,Phil Jagielka,Everton,EPL,27,2252,3,3,2,1.2690291479229927,0.7028567343950272,1.2690291479229927,0.05071608495251747,0.0280893011081494,0.05071608495251747,D S,14,5,4,1,4.973762601613998,5.038553226739168
105,Vincent Kompany,Manchester City,EPL,11,826,3,3,0,0.6902353931218386,0.5746741145849228,0.6902353931218386,0.07520724622392914,0.06261582362305454,0.07520724622392914,D S,9,2,5,0,2.4341440573334694,2.4782441928982735
106,Wayne Routledge,Swansea,EPL,27,1957,3,3,1,3.782799694687128,2.0548051027581096,3.782799694687128,0.17396626086961753,0.09449793523159421,0.17396626086961753,F M S,19,25,1,0,1.7848152983933687,6.516066192649305
107,Shinji Okazaki,Leicester,EPL,30,1594,3,3,1,2.9647457879036665,1.2404345497488976,2.9647457879036665,0.16739468062191343,0.07003708248268556,0.16739468062191343,F M S,29,14,1,0,2.084342060610652,5.195508807897568
108,Andros Townsend,Crystal Palace,EPL,36,2542,3,3,4,3.3315242026001215,5.834494690410793,3.3315242026001215,0.11795325658300981,0.20657140918055522,0.11795325658300981,F M S,56,51,4,0,2.9004563661292195,9.206505409441888
109,Victor Anichebe,Sunderland,EPL,18,1212,3,3,0,2.4265574980527163,0.7153270356357098,2.4265574980527163,0.18018991322173636,0.05311834423037449,0.18018991322173636,F M S,30,11,2,0,0.8847610093653202,3.632053393870592
110,Shane Long,Southampton,EPL,32,1231,3,3,1,5.245459584519267,1.5687828520312905,4.484290750697255,0.3835023254319529,0.11469574060342498,0.32785228884057915,F S,41,14,2,0,1.5648728795349598,7.210739334113896
111,Dusan Tadic,Southampton,EPL,33,2457,3,2,5,6.760313363745809,5.702847916632891,5.237975688651204,0.24763052614453512,0.20889552808179088,0.19186724134253494,F M S,63,66,4,0,6.236919320188463,13.268396390601993
112,Bojan,Stoke,EPL,9,474,3,1,0,2.81658380292356,0.15535233542323112,0.5330772511661053,0.5347943929601696,0.029497278877828693,0.101217199588501,F M S,10,4,1,0,0.6525815352797508,1.277372669428587
113,Chris Brunt,West Bromwich Albion,EPL,31,2478,3,3,4,1.5911596892401576,4.8668773751705885,1.5911596892401576,0.0577903034832987,0.17676310079312066,0.0577903034832987,D M S,38,40,5,0,3.575515796430409,6.070447687059641
114,Sofiane Feghouli,West Ham,EPL,21,1034,3,3,3,2.8541992688551545,1.5520697822794318,2.8541992688551545,0.24843127098352408,0.13509311451174938,0.24843127098352408,F M S,20,19,1,1,2.453573270700872,6.191005125641823
115,Ryan Fraser,Bournemouth,EPL,28,1774,3,3,5,2.112318053841591,3.6223585922271013,2.112318053841591,0.10716382460301194,0.18377242012426107,0.10716382460301194,M S,24,32,3,0,2.6309675304219127,6.43673362582922
116,Sam Clucas,Hull,EPL,37,3195,3,3,1,2.778570309281349,1.5413988307118416,2.778570309281349,0.07826958617693941,0.04341968537216455,0.07826958617693941,D M S,42,15,9,1,4.40573248360306,7.731719565577805
117,Hal Robson-Kanu,West Bromwich Albion,EPL,29,654,3,3,2,1.9389450326561928,0.8019470758736134,1.9389450326561928,0.26682729807195316,0.1103596893404055,0.26682729807195316,F S,16,9,3,0,0.5108146714046597,2.5934275537729263
118,Michael Dawson,Hull,EPL,22,1718,3,3,0,0.6878847917541862,0.24184428062289953,0.6878847917541862,0.036035873840440484,0.012669374421455737,0.036035873840440484,D S,12,4,4,0,1.688354056328535,1.7646635696291924
119,Granit Xhaka,Arsenal,EPL,32,2492,2,2,2,0.9050191771239042,2.115309877321124,0.9050191771239042,0.03268528328296604,0.07639562157259276,0.03268528328296604,M S,34,35,5,2,12.100478820502758,13.46945626847446
120,Steve Cook,Bournemouth,EPL,38,3420,2,2,0,1.6547151310369372,0.4837768152356148,1.6547151310369372,0.043545135027287823,0.012730968821989862,0.043545135027287823,D,29,3,5,0,6.173631390556693,6.486319604329765
121,Dan Gosling,Bournemouth,EPL,27,1336,2,2,0,1.4571668859571218,0.7769601587206125,1.4571668859571218,0.0981624399222612,0.052340130452735875,0.0981624399222612,M S,16,10,6,0,4.333128820173442,5.838790492154658
122,Marc Pugh,Bournemouth,EPL,21,1345,2,2,2,1.6018409468233585,1.8786475490778685,1.6018409468233585,0.10718638305881209,0.1257087579308611,0.10718638305881209,M S,18,19,1,0,2.352196177467704,4.1691738441586494
